seed,subset,group,direction,stage,epoch,delta,ci_lo,ci_hi,median_cs,median_noswitch,mean_delta,n
s42,all,never_embedded,zho-eng,stage3,1,0.21875,0.1599264705882352,0.28125,0.8419117647058824,0.6231617647058824,0.1831910183428209,279
s42,all,never_embedded,zho-eng,stage3,5,0.2352941176470587,0.1709099264705882,0.28125,0.8455882352941176,0.6102941176470589,0.177393000210837,279
s42,all,never_embedded,zho-eng,stage3,10,0.207720588235294,0.1506893382352941,0.2775735294117647,0.8419117647058824,0.6341911764705883,0.1701125342610162,279
s42,balanced,seen_embedded,pooled,stage1,0,0.0,0.0,0.0,0.5533088235294117,0.5533088235294117,0.0,617
s42,balanced,seen_embedded,pooled,stage1,1,0.1330162219526985,0.0824535410568364,0.1671225715971087,0.7010309278350515,0.5680147058823529,0.0797013097990489,617
s42,balanced,seen_embedded,pooled,stage1,5,0.1550523812069058,0.1179938956714761,0.1904908954836144,0.8555240793201133,0.7004716981132075,0.1026658437594856,617
s42,balanced,seen_embedded,pooled,stage1,10,0.1725124850325633,0.1333574505599323,0.2075471698113207,0.8838526912181304,0.711340206185567,0.1138095168321953,617
s42,balanced,seen_embedded,pooled,stage2,1,0.1470588235294118,0.1139636711643419,0.1792517972633491,0.8878676470588235,0.7408088235294117,0.1205610648020857,617
s42,balanced,seen_embedded,pooled,stage2,5,0.1778350515463918,0.1469894561598225,0.2169906700887902,0.9278350515463918,0.75,0.135177255646607,617
s42,balanced,seen_embedded,pooled,stage2,10,0.1671753607103219,0.1424065393258064,0.2028880313028778,0.9245283018867924,0.7573529411764706,0.1315991378120606,617
s42,balanced,seen_embedded,pooled,stage3,1,0.1769597354600272,0.1462264150943396,0.2092544741953385,0.9175257731958762,0.7405660377358491,0.1417199829602197,617
s42,balanced,seen_embedded,pooled,stage3,5,0.1650943396226415,0.1274757469667005,0.2080201033073218,0.9174528301886792,0.7523584905660378,0.1416567774750451,617
s42,balanced,seen_embedded,pooled,stage3,10,0.1548283619396767,0.1150304376353941,0.2040103010543839,0.9121813031161472,0.7573529411764706,0.1396810625885425,617
s42,balanced,seen_embedded,eng-nld,stage1,0,0.0,0.0,0.0,0.6373937677053825,0.6373937677053825,0.0,151
s42,balanced,seen_embedded,eng-nld,stage1,1,0.103399433427762,0.0028328611898017,0.1997521246458921,0.6558073654390935,0.5524079320113314,0.0578016246740332,151
s42,balanced,seen_embedded,eng-nld,stage1,5,0.0453257790368271,0.0014164305949008,0.1062677053824361,0.8824362606232294,0.8371104815864023,0.0307956400202615,151
s42,balanced,seen_embedded,eng-nld,stage1,10,0.0481586402266288,0.0042492917847025,0.1133144475920681,0.923512747875354,0.8753541076487252,0.0468641539875804,151
s42,balanced,seen_embedded,eng-nld,stage2,1,0.0311614730878186,0.0,0.103399433427762,0.9305949008498584,0.8994334277620397,0.0418362943924356,151
s42,balanced,seen_embedded,eng-nld,stage2,5,0.0509915014164306,0.0212464589235127,0.075070821529745,0.9589235127478754,0.9079320113314449,0.0547905371179859,151
s42,balanced,seen_embedded,eng-nld,stage2,10,0.0439093484419264,0.0113314447592067,0.0807365439093483,0.9617563739376772,0.9178470254957508,0.0420520420989439,151
s42,balanced,seen_embedded,eng-nld,stage3,1,0.0240793201133143,-0.0084985835694051,0.0708215297450425,0.9447592067988668,0.9206798866855525,0.0543121400296421,151
s42,balanced,seen_embedded,eng-nld,stage3,5,0.028328611898017,0.0042492917847025,0.0750708215297449,0.9688385269121812,0.9405099150141644,0.0533365851828226,151
s42,balanced,seen_embedded,eng-nld,stage3,10,0.0084985835694051,-0.0056657223796033,0.0524079320113314,0.9589235127478754,0.9504249291784702,0.0403542014520758,151
s42,balanced,seen_embedded,eng-zho,stage1,0,0.0,0.0,0.0,0.5943396226415094,0.5943396226415094,0.0,150
s42,balanced,seen_embedded,eng-zho,stage1,1,0.1627358490566037,0.0813679245283018,0.2193396226415094,0.6922169811320755,0.5294811320754718,0.1215094339622639,150
s42,balanced,seen_embedded,eng-zho,stage1,5,0.2346698113207547,0.1627063679245283,0.3231132075471697,0.8113207547169812,0.5766509433962265,0.1690723270440252,150
s42,balanced,seen_embedded,eng-zho,stage1,10,0.2806603773584905,0.1744988207547169,0.3431603773584906,0.8525943396226414,0.5719339622641509,0.1726729559748426,150
s42,balanced,seen_embedded,eng-zho,stage2,1,0.2617924528301887,0.1497346698113206,0.3396226415094339,0.821933962264151,0.5601415094339623,0.1654559748427674,150
