seed,subset,group,direction,stage,epoch,delta,ci_lo,ci_hi,median_cs,median_noswitch,mean_delta,n
s43,balanced,seen_embedded,zho-eng,stage3,10,0.3106617647058822,0.21875,0.3676470588235294,0.8897058823529411,0.5790441176470589,0.2526108269394713,207
s43,balanced,never_embedded,pooled,stage1,0,0.0,0.0,0.0,0.6639175257731958,0.6639175257731958,0.0,617
s43,balanced,never_embedded,pooled,stage1,1,0.0698529411764705,0.0141509433962263,0.1139171331114625,0.7224264705882353,0.6525735294117647,0.0378568161262876,617
s43,balanced,never_embedded,pooled,stage1,5,0.0824931776834444,0.0555277319149638,0.1193278984752542,0.845360824742268,0.7628676470588236,0.0678743290310981,617
s43,balanced,never_embedded,pooled,stage1,10,0.0990566037735849,0.0695516671946185,0.1276056977925063,0.8632075471698113,0.7641509433962264,0.0770589547187234,617
s43,balanced,never_embedded,pooled,stage2,1,0.1160134930260764,0.083335991223955,0.1504174878714371,0.8768382352941176,0.7608247422680412,0.0813941485195854,617
s43,balanced,never_embedded,pooled,stage2,5,0.1477825325812098,0.1102889101816363,0.1828389418401088,0.9072164948453608,0.7594339622641509,0.0950518430992944,617
s43,balanced,never_embedded,pooled,stage2,10,0.1268685567010309,0.0992647058823529,0.15625,0.90625,0.7793814432989691,0.0965512174308336,617
s43,balanced,never_embedded,pooled,stage3,1,0.1016393101149808,0.0718359415529801,0.1323780318509937,0.8994334277620397,0.7977941176470589,0.0830891751325214,617
s43,balanced,never_embedded,pooled,stage3,5,0.1219478357380687,0.0876713403505076,0.1487930077691454,0.9191176470588236,0.7971698113207547,0.0933349413878529,617
s43,balanced,never_embedded,pooled,stage3,10,0.125,0.092849029878668,0.1444803013930667,0.9154411764705882,0.7904411764705882,0.0954567214621756,617
s43,balanced,never_embedded,eng-nld,stage1,0,0.0,0.0,0.0,0.7337110481586402,0.7337110481586402,0.0,151
s43,balanced,never_embedded,eng-nld,stage1,1,0.1019830028328612,0.0212464589235128,0.1402266288951841,0.7804532577903682,0.678470254957507,0.0202990450818904,151
s43,balanced,never_embedded,eng-nld,stage1,5,0.0439093484419264,0.0084985835694051,0.0722379603399433,0.9050991501416432,0.8611898016997167,0.0369866611635368,151
s43,balanced,never_embedded,eng-nld,stage1,10,0.0410764872521246,0.0226628895184136,0.1133144475920679,0.9220963172804532,0.8810198300283286,0.0450725099900569,151
s43,balanced,never_embedded,eng-nld,stage2,1,0.046742209631728,0.0169617563739376,0.0892351274787536,0.9348441926345608,0.8881019830028328,0.0454571037277451,151
s43,balanced,never_embedded,eng-nld,stage2,5,0.0481586402266288,0.0155807365439093,0.0623583569405097,0.9560906515580736,0.9079320113314449,0.0447066769224995,151
s43,balanced,never_embedded,eng-nld,stage2,10,0.0453257790368272,0.0198300283286119,0.0679886685552407,0.9589235127478754,0.913597733711048,0.0448380016134175,151
s43,balanced,never_embedded,eng-nld,stage3,1,0.0254957507082153,0.0056303116147308,0.0566572237960339,0.9447592067988668,0.9192634560906516,0.0432621053224021,151
s43,balanced,never_embedded,eng-nld,stage3,5,0.0311614730878186,0.0056657223796033,0.0495750708215297,0.9617563739376772,0.9305949008498584,0.044415886535467,151
s43,balanced,never_embedded,eng-nld,stage3,10,0.0269121813031162,0.0,0.0410764872521246,0.9617563739376772,0.9348441926345608,0.0462450518732531,151
s43,balanced,never_embedded,eng-zho,stage1,0,0.0,0.0,0.0,0.616745283018868,0.616745283018868,0.0,150
s43,balanced,never_embedded,eng-zho,stage1,1,0.0389150943396225,-0.0625,0.10969929245283,0.6509433962264151,0.6120283018867925,0.0295911949685533,150
s43,balanced,never_embedded,eng-zho,stage1,5,0.0648584905660377,0.0,0.1698113207547169,0.7252358490566038,0.660377358490566,0.0644339622641509,150
s43,balanced,never_embedded,eng-zho,stage1,10,0.1014150943396225,0.0023290094339621,0.2005011792452829,0.7511792452830188,0.6497641509433962,0.0660220125786162,150
s43,balanced,never_embedded,eng-zho,stage2,1,0.0931603773584904,0.0341981132075471,0.178066037735849,0.7476415094339622,0.6544811320754718,0.0773270440251572,150
s43,balanced,never_embedded,eng-zho,stage2,5,0.1191037735849056,0.0424528301886792,0.1957547169811321,0.7488207547169812,0.6297169811320755,0.0880503144654086,150
s43,balanced,never_embedded,eng-zho,stage2,10,0.1014150943396225,0.0483490566037735,0.2063974056603772,0.7370283018867925,0.6356132075471699,0.0856761006289308,150
s43,balanced,never_embedded,eng-zho,stage3,1,0.1049528301886791,0.0330188679245282,0.1969634433962262,0.7393867924528301,0.6344339622641509,0.0751572327044024,150
s43,balanced,never_embedded,eng-zho,stage3,5,0.1273584905660376,0.0258844339622641,0.1886792452830188,0.758254716981132,0.6308962264150944,0.0864937106918237,150
s43,balanced,never_embedded,eng-zho,stage3,10,0.1297169811320753,0.0283018867924529,0.2005011792452828,0.7464622641509433,0.616745283018868,0.0844339622641509,150
s43,balanced,never_embedded,nld-eng,stage1,0,0.0,0.0,0.0,0.7855670103092783,0.7855670103092783,0.0,109
s43,balanced,never_embedded,nld-eng,stage1,1,0.1113402061855669,0.0041237113402062,0.156701030927835,0.890721649484536,0.7793814432989691,0.0403480563699989,109
s43,balanced,never_embedded,nld-eng,stage1,5,-0.0061855670103093,-0.0288659793814433,0.0288659793814433,0.9525773195876288,0.9587628865979382,0.0284309089189442,109
s43,balanced,never_embedded,nld-eng,stage1,10,0.002061855670103,-0.0185567010309278,0.0556701030927835,0.9670103092783504,0.9649484536082474,0.0460039723824836,109
s43,balanced,never_embedded,nld-eng,stage2,1,0.0144329896907215,-0.0082474226804123,0.0371134020618556,0.9690721649484536,0.954639175257732,0.0296793719852453,109
s43,balanced,never_embedded,nld-eng,stage2,5,0.0164948453608246,-0.0041237113402062,0.0556701030927835,0.9835051546391752,0.9670103092783504,0.0420883382199942,109
s43,balanced,never_embedded,nld-eng,stage2,10,0.0206185567010308,-0.0061855670103093,0.0536082474226803,0.979381443298969,0.9587628865979382,0.0380781235221792,109
s43,balanced,never_embedded,nld-eng,stage3,1,0.0164948453608246,-0.002061855670103,0.0329896907216494,0.9835051546391752,0.9670103092783504,0.0188404426369052,109
s43,balanced,never_embedded,nld-eng,stage3,5,0.0082474226804123,-0.0041237113402061,0.0329896907216494,0.9835051546391752,0.9752577319587628,0.0208833821999431,109
s43,balanced,never_embedded,nld-eng,stage3,10,0.0041237113402061,-0.002061855670103,0.0309278350515463,0.981443298969072,0.977319587628866,0.0244585264352596,109
s43,balanced,never_embedded,zho-eng,stage1,0,0.0,0.0,0.0,0.6323529411764706,0.6323529411764706,0.0,207
s43,balanced,never_embedded,zho-eng,stage1,1,0.0919117647058823,-0.0018382352941177,0.1838235294117647,0.6911764705882353,0.5992647058823529,0.0553424268258028,207
s43,balanced,never_embedded,zho-eng,stage1,5,0.2169117647058824,0.1231158088235293,0.2776194852941174,0.7977941176470589,0.5808823529411764,0.1136686558681443,207
s43,balanced,never_embedded,zho-eng,stage1,10,0.1856617647058824,0.130514705882353,0.2426930147058821,0.8014705882352942,0.6158088235294117,0.1247424694515486,207
s43,balanced,never_embedded,zho-eng,stage2,1,0.1948529411764706,0.145220588235294,0.3051470588235293,0.8253676470588236,0.6305147058823529,0.1377877237851662,207
s43,balanced,never_embedded,zho-eng,stage2,5,0.2113970588235294,0.1654411764705882,0.2831341911764704,0.8639705882352942,0.6525735294117647,0.1647396277351521,207
s43,balanced,never_embedded,zho-eng,stage2,10,0.238970588235294,0.1709558823529411,0.2886488970588232,0.8805147058823529,0.6415441176470589,0.1729450838306336,207
s43,balanced,never_embedded,zho-eng,stage3,1,0.224264705882353,0.1194852941176469,0.2996323529411764,0.8566176470588236,0.6323529411764706,0.1517210144927536,207
s43,balanced,never_embedded,zho-eng,stage3,5,0.2279411764705882,0.1397058823529411,0.2922794117647058,0.8786764705882353,0.6507352941176471,0.1721280903665814,207
s43,balanced,never_embedded,zho-eng,stage3,10,0.2205882352941177,0.1378676470588234,0.2849264705882353,0.8639705882352942,0.6433823529411764,0.1767281187837454,207
s44,all,seen_embedded,pooled,stage1,0,0.0,0.0,0.0,0.609278350515464,0.609278350515464,0.0,1102
s44,all,seen_embedded,pooled,stage1,1,0.1056625808831511,0.0690645370296029,0.1345903436688329,0.7701685135810699,0.6645059326979187,0.0633769874897186,1102
s44,all,seen_embedded,pooled,stage1,5,0.1069170709520921,0.0763481591126564,0.1284795226303381,0.8824135839902971,0.775496513038205,0.0900602380516786,1102
s44,all,seen_embedded,pooled,stage1,10,0.109322974472808,0.0886006195519438,0.1378381465798137,0.8970588235294118,0.7877358490566038,0.1028782247647417,1102
s44,all,seen_embedded,pooled,stage2,1,0.125498443882513,0.0998365692257743,0.1480012453591262,0.9198113207547168,0.7943128768722039,0.1100471679566504,1102
s44,all,seen_embedded,pooled,stage2,5,0.1226415094339623,0.0991315175851194,0.1515627797936428,0.9363207547169812,0.8136792452830188,0.1198381812099567,1102
s44,all,seen_embedded,pooled,stage2,10,0.1209662517020034,0.0948955957222537,0.1438208168626769,0.938411787589963,0.8174455358879595,0.1189435893685038,1102
s44,all,seen_embedded,pooled,stage3,1,0.1166862814530912,0.0922285898498049,0.131635529622713,0.9431787410431596,0.8264924595900682,0.1130311876834858,1102
s44,all,seen_embedded,pooled,stage3,5,0.1157676059493229,0.0873779434122063,0.1369486355742684,0.9453038290788014,0.8295362231294785,0.1170974899022978,1102
s44,all,seen_embedded,pooled,stage3,10,0.1104440610478556,0.0833677988122263,0.1319812124918653,0.9433695013095302,0.8329254402616746,0.1136190399052147,1102
s44,all,seen_embedded,eng-nld,stage1,0,0.0,0.0,0.0,0.7223796033994334,0.7223796033994334,0.0,359
s44,all,seen_embedded,eng-nld,stage1,1,0.1147308781869688,0.0694050991501417,0.1444759206798866,0.8611898016997167,0.7464589235127479,0.0599004158545535,359
s44,all,seen_embedded,eng-nld,stage1,5,0.0028328611898017,-0.0113314447592068,0.0396600566572237,0.9419263456090652,0.9390934844192634,0.0245014874493992,359
s44,all,seen_embedded,eng-nld,stage1,10,0.0240793201133143,0.0070821529745043,0.0495750708215297,0.9660056657223796,0.9419263456090652,0.0361446258492665,359
s44,all,seen_embedded,eng-nld,stage2,1,0.0226628895184135,0.0042492917847024,0.0354107648725212,0.9660056657223796,0.943342776203966,0.0433885438777844,359
s44,all,seen_embedded,eng-nld,stage2,5,0.0212464589235127,0.0070821529745042,0.0297450424929178,0.9830028328611898,0.9617563739376772,0.0367601221523431,359
s44,all,seen_embedded,eng-nld,stage2,10,0.0141643059490085,0.0042492917847025,0.028328611898017,0.9830028328611898,0.9688385269121812,0.0311299091748402,359
s44,all,seen_embedded,eng-nld,stage3,1,0.0141643059490084,0.0014164305949008,0.0311614730878186,0.9815864022662888,0.9674220963172804,0.0288375799947919,359
s44,all,seen_embedded,eng-nld,stage3,5,0.0042492917847025,0.0014164305949008,0.0269121813031161,0.9844192634560908,0.980169971671388,0.0234085869625257,359
s44,all,seen_embedded,eng-nld,stage3,10,0.0070821529745042,0.0014164305949008,0.0212464589235127,0.9858356940509916,0.9787535410764872,0.019739282078799,359
s44,all,seen_embedded,eng-zho,stage1,0,0.0,0.0,0.0,0.5448113207547169,0.5448113207547169,0.0,219
s44,all,seen_embedded,eng-zho,stage1,1,0.115566037735849,0.0377358490566038,0.1839622641509434,0.6556603773584906,0.5400943396226415,0.0871026104936675,219
s44,all,seen_embedded,eng-zho,stage1,5,0.1792452830188678,0.1320165094339622,0.2524174528301884,0.7665094339622641,0.5872641509433962,0.1513741707590247,219
s44,all,seen_embedded,eng-zho,stage1,10,0.2075471698113207,0.1580188679245283,0.2901533018867921,0.8018867924528301,0.5943396226415094,0.1784806582234859,219
s44,all,seen_embedded,eng-zho,stage2,1,0.2358490566037735,0.1792452830188678,0.2971698113207547,0.8018867924528301,0.5660377358490566,0.1944947014732487,219
s44,all,seen_embedded,eng-zho,stage2,5,0.2264150943396227,0.1863207547169811,0.2948702830188677,0.8113207547169812,0.5849056603773585,0.2065671577496339,219
s44,all,seen_embedded,eng-zho,stage2,10,0.2877358490566037,0.2027122641509433,0.3372641509433961,0.8443396226415094,0.5566037735849056,0.2140518652537262,219
s44,all,seen_embedded,eng-zho,stage3,1,0.2240566037735849,0.1438679245283018,0.2806603773584905,0.8301886792452831,0.6061320754716981,0.1909515809425347,219
s44,all,seen_embedded,eng-zho,stage3,5,0.2382075471698113,0.1721698113207547,0.2877358490566037,0.8325471698113207,0.5943396226415094,0.1974993538382009,219
s44,all,seen_embedded,eng-zho,stage3,10,0.2240566037735849,0.1627358490566037,0.3136792452830189,0.839622641509434,0.6155660377358491,0.1945270095631945,219
s44,all,seen_embedded,nld-eng,stage1,0,0.0,0.0,0.0,0.7835051546391752,0.7835051546391752,0.0,245
s44,all,seen_embedded,nld-eng,stage1,1,0.0783505154639174,0.0206185567010309,0.1257731958762886,0.9484536082474226,0.8701030927835052,0.0602819272038712,245
s44,all,seen_embedded,nld-eng,stage1,5,0.0103092783505155,0.0,0.0268041237113402,0.9917525773195875,0.981443298969072,0.0320218809173153,245
s44,all,seen_embedded,nld-eng,stage1,10,0.0061855670103092,0.0,0.0371134020618556,0.9938144329896909,0.9876288659793816,0.0316768356827267,245
s44,all,seen_embedded,nld-eng,stage2,1,0.002061855670103,-0.0041237113402061,0.0206701030927832,0.9896907216494846,0.9876288659793816,0.0244224700189354,245
s44,all,seen_embedded,nld-eng,stage2,5,0.0041237113402061,0.0,0.0206185567010309,0.9958762886597938,0.9917525773195875,0.0399074268882809,245
s44,all,seen_embedded,nld-eng,stage2,10,0.0041237113402061,0.0,0.0206185567010309,0.9979381443298968,0.9938144329896909,0.0384935830002104,245
s44,all,seen_embedded,nld-eng,stage3,1,0.0041237113402061,0.0,0.0123711340206186,0.9979381443298968,0.9938144329896909,0.0404544498211657,245
s44,all,seen_embedded,nld-eng,stage3,5,0.0041237113402061,0.0,0.0103092783505155,0.9979381443298968,0.9938144329896909,0.0341510624868502,245
s44,all,seen_embedded,nld-eng,stage3,10,0.0041237113402061,0.0,0.0082474226804124,0.9979381443298968,0.9938144329896909,0.0318283189564485,245
s44,all,seen_embedded,zho-eng,stage1,0,0.0,0.0,0.0,0.4356617647058823,0.4356617647058823,0.0,279
s44,all,seen_embedded,zho-eng,stage1,1,0.0606617647058822,-0.0037224264705883,0.1415441176470587,0.6433823529411764,0.5827205882352942,0.0519449715370018,279
s44,all,seen_embedded,zho-eng,stage1,5,0.244485294117647,0.1783088235294117,0.3216911764705882,0.8051470588235294,0.5606617647058824,0.1772546384145056,279
s44,all,seen_embedded,zho-eng,stage1,10,0.3014705882352941,0.213189338235294,0.3400735294117647,0.8290441176470589,0.5275735294117647,0.191927577482606,279
s44,all,seen_embedded,zho-eng,stage2,1,0.2904411764705882,0.213235294117647,0.3492647058823529,0.8658088235294118,0.5753676470588236,0.2047227493147796,279
s44,all,seen_embedded,zho-eng,stage2,5,0.3180147058823529,0.2591911764705882,0.380514705882353,0.8694852941176471,0.5514705882352942,0.2288504111321948,279
s44,all,seen_embedded,zho-eng,stage2,10,0.3161764705882353,0.2536764705882353,0.3823529411764705,0.8768382352941176,0.5606617647058824,0.2279279991566519,279
s44,all,seen_embedded,zho-eng,stage3,1,0.2977941176470587,0.238970588235294,0.34375,0.8841911764705882,0.5863970588235294,0.2239352730339446,279
s44,all,seen_embedded,zho-eng,stage3,5,0.3419117647058823,0.2665441176470587,0.3897058823529412,0.8933823529411765,0.5514705882352942,0.2473777145266708,279
s44,all,seen_embedded,zho-eng,stage3,10,0.3253676470588236,0.2628676470588235,0.3897518382352939,0.8988970588235294,0.5735294117647058,0.2427327113641153,279
s44,all,never_embedded,pooled,stage1,0,0.0,0.0,0.0,0.6905099150141644,0.6905099150141644,0.0,1102
s44,all,never_embedded,pooled,stage1,1,0.0781270990917321,0.0482719111967973,0.1103027876743479,0.8127011477468532,0.7345740486551211,0.0604701030416083,1102
s44,all,never_embedded,pooled,stage1,5,0.0473721100582633,0.0324762880427176,0.0776370552429485,0.9016486083934464,0.8542764983351832,0.0557222236710902,1102
s44,all,never_embedded,pooled,stage1,10,0.0635802913861435,0.0466087233689144,0.0862697962036072,0.9168550033327778,0.8532747119466343,0.0634856400087801,1102
s44,all,never_embedded,pooled,stage2,1,0.0750698090064158,0.0514698686382256,0.092416888851858,0.9266162007589932,0.8515463917525773,0.0721737175842915,1102
s44,all,never_embedded,pooled,stage2,5,0.0752334176230304,0.0560038343349885,0.0975146270724638,0.936082474226804,0.8608490566037736,0.0735725162263515,1102
s44,all,never_embedded,pooled,stage2,10,0.0665432673948753,0.0487009965221991,0.0891599446967172,0.9388863648511412,0.8723430974562658,0.0732594037482138,1102
s44,all,never_embedded,pooled,stage3,1,0.0638896000434797,0.0438493324029327,0.0771290826635268,0.936791237113402,0.8729016370699223,0.0714216757217034,1102
s44,all,never_embedded,pooled,stage3,5,0.0573133644392601,0.0374153336115672,0.0765604863006727,0.943342776203966,0.8860294117647058,0.0702604204749867,1102
s44,all,never_embedded,pooled,stage3,10,0.0570120192232113,0.035850231968021,0.0726572366607325,0.9433695013095302,0.8863574820863189,0.0676372619336749,1102
s44,all,never_embedded,eng-nld,stage1,0,0.0,0.0,0.0,0.8116147308781869,0.8116147308781869,0.0,359
s44,all,never_embedded,eng-nld,stage1,1,0.0708215297450425,0.0269121813031162,0.1005665722379604,0.9121813031161472,0.8413597733711048,0.0514491781546156,359
s44,all,never_embedded,eng-nld,stage1,5,0.0099150141643059,-0.0042492917847024,0.0240793201133144,0.9688385269121812,0.9589235127478754,0.0123375444853898,359
s44,all,never_embedded,eng-nld,stage1,10,0.0099150141643059,-0.0014164305949009,0.0269121813031161,0.9759206798866856,0.9660056657223796,0.016689418987272,359
s44,all,never_embedded,eng-nld,stage2,1,0.0127478753541077,-0.0014164305949008,0.0297450424929178,0.9773371104815864,0.9645892351274789,0.0207295998484933,359
s44,all,never_embedded,eng-nld,stage2,5,0.0070821529745043,-0.0014164305949008,0.0226628895184135,0.9830028328611898,0.9759206798866856,0.0191119493083559,359
s44,all,never_embedded,eng-nld,stage2,10,0.0028328611898017,-0.0014164305949008,0.0169971671388101,0.9830028328611898,0.980169971671388,0.0157227741523117,359
s44,all,never_embedded,eng-nld,stage3,1,0.0084985835694051,0.0,0.0226628895184135,0.9844192634560908,0.9759206798866856,0.0143813078507339,359
s44,all,never_embedded,eng-nld,stage3,5,0.0084985835694051,0.0014164305949008,0.0212464589235127,0.9886685552407932,0.980169971671388,0.0138723397539592,359
s44,all,never_embedded,eng-nld,stage3,10,0.0056657223796033,0.0,0.0198654390934842,0.9886685552407932,0.9830028328611898,0.0113866816069185,359
s44,all,never_embedded,eng-zho,stage1,0,0.0,0.0,0.0,0.5141509433962264,0.5141509433962264,0.0,219
s44,all,never_embedded,eng-zho,stage1,1,0.0943396226415095,-5.896226415094073e-05,0.1768867924528302,0.7169811320754718,0.6226415094339622,0.0528775738778322,219
s44,all,never_embedded,eng-zho,stage1,5,0.0801886792452829,0.0400943396226414,0.1721698113207546,0.7334905660377358,0.6533018867924528,0.0851964331868699,219
s44,all,never_embedded,eng-zho,stage1,10,0.1485849056603773,0.0636792452830188,0.2240566037735848,0.7759433962264151,0.6273584905660378,0.0989381407771172,219
s44,all,never_embedded,eng-zho,stage2,1,0.160377358490566,0.0872641509433962,0.240566037735849,0.7830188679245282,0.6226415094339622,0.1170414405100371,219
s44,all,never_embedded,eng-zho,stage2,5,0.1792452830188678,0.0943396226415095,0.2452830188679245,0.7783018867924528,0.5990566037735849,0.1062613078314809,219
s44,all,never_embedded,eng-zho,stage2,10,0.1580188679245283,0.0896226415094338,0.2264150943396227,0.7617924528301887,0.6037735849056604,0.1047859050572929,219
s44,all,never_embedded,eng-zho,stage3,1,0.1179245283018867,0.0707547169811321,0.2052476415094336,0.7665094339622641,0.6485849056603774,0.0977427414491254,219
s44,all,never_embedded,eng-zho,stage3,5,0.1533018867924528,0.0825471698113207,0.2241155660377355,0.7971698113207547,0.6438679245283019,0.1071120875333849,219
s44,all,never_embedded,eng-zho,stage3,10,0.160377358490566,0.0872051886792453,0.2169811320754716,0.8089622641509434,0.6485849056603774,0.1019427931420694,219
s44,all,never_embedded,nld-eng,stage1,0,0.0,0.0,0.0,0.8577319587628867,0.8577319587628867,0.0,245
s44,all,never_embedded,nld-eng,stage1,1,0.0288659793814433,0.0,0.0515463917525773,0.9649484536082474,0.936082474226804,0.0482642541552703,245
s44,all,never_embedded,nld-eng,stage1,5,0.0041237113402061,-0.0041237113402061,0.0124226804123709,0.9896907216494846,0.9855670103092784,0.0216789396170838,245
s44,all,never_embedded,nld-eng,stage1,10,0.002061855670103,-0.0041237113402061,0.0123711340206185,0.9917525773195875,0.9896907216494846,0.0212665684830631,245
s44,all,never_embedded,nld-eng,stage2,1,0.0041237113402061,-0.002061855670103,0.0144329896907217,0.9938144329896909,0.9896907216494846,0.0184725436566379,245
s44,all,never_embedded,nld-eng,stage2,5,0.0,-0.002061855670103,0.0144329896907217,0.9938144329896909,0.9938144329896909,0.0271744161582156,245
s44,all,never_embedded,nld-eng,stage2,10,0.0,-0.002061855670103,0.0103092783505155,0.9938144329896909,0.9938144329896909,0.0228823900694299,245
s44,all,never_embedded,nld-eng,stage3,1,0.002061855670103,0.0,0.0144329896907217,0.9958762886597938,0.9938144329896909,0.0238081211866189,245
s44,all,never_embedded,nld-eng,stage3,5,0.002061855670103,0.0,0.0082474226804124,0.9958762886597938,0.9938144329896909,0.0159225752156533,245
s44,all,never_embedded,nld-eng,stage3,10,0.002061855670103,0.0,0.0103092783505155,0.9958762886597938,0.9938144329896909,0.0137597306964021,245
s44,all,never_embedded,zho-eng,stage1,0,0.0,0.0,0.0,0.6341911764705883,0.6341911764705883,0.0,279
s44,all,never_embedded,zho-eng,stage1,1,0.1507352941176472,0.0716452205882352,0.1948529411764705,0.7040441176470589,0.5533088235294117,0.0887557980181318,279
s44,all,never_embedded,zho-eng,stage1,5,0.1599264705882352,0.0955882352941175,0.216957720588235,0.7996323529411764,0.6397058823529411,0.1183059245203458,279
s44,all,never_embedded,zho-eng,stage1,10,0.15625,0.1011029411764705,0.2150735294117647,0.8253676470588236,0.6691176470588236,0.1329459203036054,279
s44,all,never_embedded,zho-eng,stage2,1,0.1691176470588236,0.1102941176470588,0.2205882352941176,0.8290441176470589,0.6599264705882353,0.1503070314147164,279
s44,all,never_embedded,zho-eng,stage2,5,0.1966911764705882,0.150735294117647,0.2518382352941176,0.8511029411764706,0.6544117647058824,0.1587339236769976,279
s44,all,never_embedded,zho-eng,stage2,10,0.2279411764705882,0.1764705882352941,0.255514705882353,0.8731617647058824,0.6452205882352942,0.1667852624920937,279
s44,all,never_embedded,zho-eng,stage3,1,0.2058823529411765,0.1488970588235294,0.2591911764705882,0.8658088235294118,0.6599264705882353,0.1659682690280413,279
s44,all,never_embedded,zho-eng,stage3,5,0.2077205882352941,0.1397058823529411,0.2702205882352941,0.8713235294117647,0.6636029411764706,0.161606578115117,279
s44,all,never_embedded,zho-eng,stage3,10,0.1893382352941176,0.1488970588235293,0.2628676470588236,0.8713235294117647,0.6819852941176471,0.1604008538899431,279
s44,balanced,seen_embedded,pooled,stage1,0,0.0,0.0,0.0,0.5690721649484536,0.5690721649484536,0.0,617
s44,balanced,seen_embedded,pooled,stage1,1,0.080188679245283,0.0452238259751478,0.1246458923512747,0.7028301886792453,0.6226415094339622,0.066318151204553,617
s44,balanced,seen_embedded,pooled,stage1,5,0.131436427262123,0.0988402929732809,0.1721058252857649,0.8382352941176471,0.7067988668555241,0.114491841994999,617
s44,balanced,seen_embedded,pooled,stage1,10,0.1360294117647058,0.1047794117647059,0.1997198874873056,0.8584558823529411,0.7224264705882353,0.1306807994033455,617
s44,balanced,seen_embedded,pooled,stage2,1,0.1798866855524079,0.1367772617338124,0.2260353079911209,0.8937677053824362,0.7138810198300283,0.1451779035573094,617
s44,balanced,seen_embedded,pooled,stage2,5,0.1674746648754417,0.1364086862348543,0.2223807750791534,0.8994334277620397,0.731958762886598,0.1582308710232102,617
s44,balanced,seen_embedded,pooled,stage2,10,0.1672794117647058,0.132828404436079,0.2046140894756534,0.9099264705882352,0.7426470588235294,0.1565393768485334,617
s44,balanced,seen_embedded,pooled,stage3,1,0.1606178844406436,0.1236204641710009,0.2017932993547953,0.9056603773584906,0.745042492917847,0.1520703559585707,617
s44,balanced,seen_embedded,pooled,stage3,5,0.1650943396226415,0.1291957321975547,0.2044950055493896,0.910377358490566,0.7452830188679245,0.1561038480211172,617
s44,balanced,seen_embedded,pooled,stage3,10,0.1602905018974825,0.1305098734081261,0.1961407694826019,0.9079320113314449,0.7476415094339622,0.1509295466677884,617
s44,balanced,seen_embedded,eng-nld,stage1,0,0.0,0.0,0.0,0.6388101983002833,0.6388101983002833,0.0,151
s44,balanced,seen_embedded,eng-nld,stage1,1,0.1246458923512747,0.0112960339943343,0.1898016997167139,0.7195467422096318,0.594900849858357,0.0750989625349418,151
s44,balanced,seen_embedded,eng-nld,stage1,5,0.0354107648725212,-0.0184135977337109,0.0609065155807365,0.8923512747875354,0.8569405099150141,0.0323433953060803,151
s44,balanced,seen_embedded,eng-nld,stage1,10,0.0594900849858357,0.0198300283286119,0.093484419263456,0.9178470254957508,0.858356940509915,0.0531302178113801,151
s44,balanced,seen_embedded,eng-nld,stage2,1,0.0552407932011331,0.0155807365439093,0.1005665722379602,0.9277620396600568,0.8725212464589235,0.0642928165394067,151
s44,balanced,seen_embedded,eng-nld,stage2,5,0.0609065155807365,0.0254957507082153,0.0920679886685552,0.9589235127478754,0.8980169971671388,0.054677973097199,151
s44,balanced,seen_embedded,eng-nld,stage2,10,0.0665722379603399,0.0226628895184136,0.084985835694051,0.9645892351274789,0.8980169971671388,0.043768643415943,151
s44,balanced,seen_embedded,eng-nld,stage3,1,0.0481586402266288,0.0098796033994333,0.0679886685552407,0.9546742209631728,0.906515580736544,0.0412547136183706,151
s44,balanced,seen_embedded,eng-nld,stage3,5,0.0325779036827195,0.008498583569405,0.0594900849858356,0.9546742209631728,0.9220963172804532,0.0304485676228357,151
s44,balanced,seen_embedded,eng-nld,stage3,10,0.0212464589235127,-0.0014164305949009,0.0538243626062322,0.9504249291784702,0.9291784702549576,0.0251674389809205,151
s44,balanced,seen_embedded,eng-zho,stage1,0,0.0,0.0,0.0,0.6014150943396226,0.6014150943396226,0.0,150
s44,balanced,seen_embedded,eng-zho,stage1,1,0.1344339622641509,0.0141509433962264,0.1898584905660376,0.6910377358490566,0.5566037735849056,0.0977044025157232,150
s44,balanced,seen_embedded,eng-zho,stage1,5,0.1698113207547169,0.1002358490566037,0.231132075471698,0.7641509433962264,0.5943396226415094,0.1431446540880503,150
s44,balanced,seen_embedded,eng-zho,stage1,10,0.2216981132075471,0.137942216981132,0.303066037735849,0.8042452830188679,0.5825471698113207,0.1762421383647799,150
s44,balanced,seen_embedded,eng-zho,stage2,1,0.2382075471698113,0.160377358490566,0.3066037735849056,0.7959905660377358,0.5577830188679245,0.2029088050314464,150
s44,balanced,seen_embedded,eng-zho,stage2,5,0.231132075471698,0.1686320754716981,0.3290389150943394,0.803066037735849,0.5719339622641509,0.2162421383647798,150
s44,balanced,seen_embedded,eng-zho,stage2,10,0.2771226415094341,0.1744693396226414,0.3419811320754717,0.8231132075471699,0.5459905660377358,0.22188679245283,150
s44,balanced,seen_embedded,eng-zho,stage3,1,0.2582547169811321,0.1568396226415095,0.3242924528301887,0.8242924528301887,0.5660377358490566,0.2039622641509434,150
s44,balanced,seen_embedded,eng-zho,stage3,5,0.2370283018867924,0.1603478773584904,0.2983490566037735,0.8089622641509434,0.5719339622641509,0.2069025157232705,150
s44,balanced,seen_embedded,eng-zho,stage3,10,0.2582547169811321,0.1580188679245283,0.324321933962264,0.8113207547169812,0.5530660377358491,0.2077672955974843,150
