lang,condition,layer,n_pairs,emb_cos,ctl_cos,cohen_d_cos,p_cos,emb_l2,ctl_l2,cohen_d_l2,p_l2,seed
eng,curriculum,6,578,0.55018073,0.54756254,0.0873274803161621,0.12067206,7.930827,8.003139,-0.0759369432926178,0.117315106,47
eng,curriculum,7,578,0.56128544,0.5587704,0.0858111977577209,0.12413495,8.077567,8.147214,-0.0739078000187873,0.11813612,47
eng,curriculum,8,578,0.56723213,0.56624395,0.0330235585570335,0.5550945,8.129914,8.179863,-0.0529449582099914,0.25427276,47
eng,curriculum,9,578,0.57765174,0.57769036,-0.0011955689406022,0.98292243,8.016546,8.04366,-0.0292525123804807,0.5234169,47
eng,curriculum,10,578,0.59050745,0.5907746,-0.0074136378243565,0.8950439,7.8843822,7.8974895,-0.0139564853161573,0.75943345,47
eng,curriculum,11,578,0.6145067,0.6163407,-0.0448099598288536,0.42786115,7.727306,7.7320647,-0.0048702815547585,0.91459495,47
eng,curriculum,12,578,0.66144437,0.6637419,-0.0537076033651828,0.33464926,23.562767,23.619368,-0.0206144824624061,0.6754668,47
nld,curriculum,0,245,0.85759604,0.86305046,-0.198262333869934,0.0095500015,0.34255448,0.3405685,0.0443069264292717,0.45445126,47
nld,curriculum,1,245,0.50762683,0.51487046,-0.1909981369972229,0.028213896,3.4128149,3.4153223,-0.0045736311003565,0.94466317,47
nld,curriculum,2,245,0.47486085,0.47787583,-0.1090846732258796,0.21528897,5.2490463,5.287273,-0.0654723495244979,0.33938897,47
nld,curriculum,3,245,0.49309424,0.49555776,-0.0865136384963989,0.295956,6.1255207,6.1944904,-0.1034576222300529,0.13338773,47
nld,curriculum,4,245,0.515368,0.51709926,-0.060100220143795,0.4581002,6.868293,6.975366,-0.14439757168293,0.04198545,47
nld,curriculum,5,245,0.5339664,0.5332265,0.0268494840711355,0.74155796,7.5824575,7.7382627,-0.1867367923259735,0.011874053,47
nld,curriculum,6,245,0.54488474,0.54347944,0.0508074462413787,0.5437568,7.944552,8.110145,-0.1869363784790039,0.012477715,47
nld,curriculum,7,245,0.55648154,0.5542654,0.079328179359436,0.3419173,8.037792,8.221477,-0.2119651585817337,0.004329026,47
nld,curriculum,8,245,0.5653414,0.562895,0.0895100831985473,0.2919598,8.076908,8.260149,-0.214396595954895,0.0040341094,47
nld,curriculum,9,245,0.57029223,0.56857085,0.0580904185771942,0.49287862,7.9416366,8.11087,-0.2016291320323944,0.006229592,47
nld,curriculum,10,245,0.5784304,0.57624364,0.0667906031012535,0.43899027,7.768789,7.937545,-0.1978706866502761,0.007321439,47
nld,curriculum,11,245,0.5963623,0.59634507,0.0004809593665413,0.995734,7.588925,7.7281966,-0.1565195173025131,0.03157323,47
nld,curriculum,12,245,0.6411037,0.64146096,-0.0093026170507073,0.9161271,23.322676,23.742386,-0.1730369329452514,0.024948053,47
zho,curriculum,0,279,0.77680373,0.7878358,-0.33619424700737,6.141936e-05,0.47604415,0.46128637,0.2155550420284271,6.313364e-05,47
zho,curriculum,1,279,0.45642036,0.4629614,-0.1656446605920791,0.05050548,4.641787,4.5344906,0.1519146263599395,0.0070176874,47
zho,curriculum,2,279,0.45645836,0.45983493,-0.096562959253788,0.24806896,6.3310595,6.2381163,0.1149550527334213,0.060748715,47
zho,curriculum,3,279,0.47110707,0.4749898,-0.1133290976285934,0.16515222,7.3322334,7.2445536,0.0931104272603988,0.13763987,47
zho,curriculum,4,279,0.48924136,0.49093202,-0.0494128577411174,0.5290571,8.172328,8.098836,0.068225584924221,0.29618648,47
zho,curriculum,5,279,0.50027037,0.5000911,0.0049932054243981,0.9469215,8.929656,8.891638,0.0305884927511215,0.6493037,47
zho,curriculum,6,279,0.50679034,0.5064805,0.008058963343501,0.91205007,9.349549,9.316131,0.0250473655760288,0.71060365,47
zho,curriculum,7,279,0.5180944,0.5176125,0.0120870405808091,0.8709187,9.55332,9.506275,0.0358516052365303,0.5831606,47
zho,curriculum,8,279,0.5253962,0.5244264,0.0230903215706348,0.75238335,9.721382,9.637424,0.0645395889878273,0.31744,47
zho,curriculum,9,279,0.5329848,0.5314396,0.0349067449569702,0.63458467,9.681718,9.577928,0.0832123383879661,0.19383894,47
zho,curriculum,10,279,0.5472603,0.5441986,0.0640422999858856,0.38944846,9.524833,9.427186,0.080305591225624,0.20607251,47
zho,curriculum,11,279,0.5697902,0.56327456,0.120033398270607,0.10960107,9.356467,9.277317,0.0658706203103065,0.31140566,47
zho,curriculum,12,279,0.60855204,0.6013525,0.1212703958153724,0.10831165,28.77596,28.748615,0.0078438781201839,0.908385,47
eng,curriculum,0,578,0.8609582,0.86768425,-0.2170865386724472,3.966102e-05,0.3379105,0.33514854,0.0604718178510665,0.16971822,48
eng,curriculum,1,578,0.5033227,0.51157796,-0.1750632673501968,0.000628008,3.4540577,3.4239848,0.0494347549974918,0.25483125,48
eng,curriculum,2,578,0.4486576,0.45424587,-0.1584570109844207,0.0034807778,5.407624,5.4025593,0.0079485103487968,0.8556963,48
eng,curriculum,3,578,0.46449977,0.468205,-0.1180595457553863,0.034385625,6.312048,6.320494,-0.0120333964005112,0.7821978,48
eng,curriculum,4,578,0.49376968,0.49565598,-0.0635654181241989,0.24457075,7.056595,7.086499,-0.0382083654403686,0.39428833,48
eng,curriculum,5,578,0.5239373,0.5231321,0.0279532484710216,0.6217894,7.6785283,7.7453523,-0.0766760930418968,0.098299965,48
eng,curriculum,6,578,0.5456,0.54378945,0.0619281940162181,0.28693455,8.113167,8.215132,-0.1063761562108993,0.028986558,48
eng,curriculum,7,578,0.5584557,0.5578378,0.0206557791680097,0.722687,8.173995,8.246993,-0.0770694613456726,0.110190704,48
eng,curriculum,8,578,0.5703162,0.5719399,-0.0527727678418159,0.3703084,8.0767975,8.115035,-0.0416543036699295,0.37762848,48
eng,curriculum,9,578,0.58485556,0.58818966,-0.1013919934630394,0.08725871,7.92713,7.937603,-0.0115708261728286,0.80592966,48
eng,curriculum,10,578,0.6031302,0.60649335,-0.0898014903068542,0.12970771,7.8106127,7.800547,0.0108050042763352,0.819349,48
eng,curriculum,11,578,0.62725765,0.6309586,-0.0859614685177803,0.1472063,7.7094812,7.6971517,0.0125026665627956,0.7903232,48
eng,curriculum,12,578,0.66877246,0.67190796,-0.0713795199990272,0.23299001,23.351429,23.359735,-0.0030236465390771,0.95395464,48
nld,curriculum,0,245,0.85964084,0.86349463,-0.1296507269144058,0.101456836,0.33850476,0.33742526,0.0233993381261825,0.7057467,48
nld,curriculum,1,245,0.4934879,0.50134474,-0.1779851615428924,0.029222995,3.487861,3.4805,0.0126212881878018,0.84490854,48
nld,curriculum,2,245,0.43621448,0.44216335,-0.1847655028104782,0.032678984,5.5008006,5.51937,-0.030387794598937,0.64870495,48
nld,curriculum,3,245,0.4495874,0.45573306,-0.2007529139518737,0.019318433,6.4038944,6.44582,-0.0627925992012023,0.3387804,48
nld,curriculum,4,245,0.4784843,0.48484445,-0.2076471745967865,0.012619941,7.1416154,7.2108517,-0.0928819850087165,0.16795526,48
nld,curriculum,5,245,0.5102154,0.51450866,-0.14711494743824,0.06852333,7.7930818,7.895947,-0.1236952170729637,0.07495854,48
nld,curriculum,6,245,0.53544915,0.537728,-0.0781591683626174,0.35273498,8.208294,8.349014,-0.1543517857789993,0.03555374,48
nld,curriculum,7,245,0.5510862,0.55226696,-0.039572924375534,0.63572186,8.224036,8.381065,-0.1748839914798736,0.016830292,48
nld,curriculum,8,245,0.56112945,0.56262445,-0.0471879839897155,0.5714826,8.094985,8.254935,-0.1854018419981002,0.011901022,48
nld,curriculum,9,245,0.57301235,0.57548636,-0.0747267827391624,0.3675685,7.89372,8.057022,-0.1943955719470977,0.008929195,48
nld,curriculum,10,245,0.58585703,0.5881607,-0.0658111125230789,0.42475858,7.7209344,7.8791256,-0.1882689744234085,0.010391777,48
nld,curriculum,11,245,0.60652363,0.60891134,-0.0624715089797973,0.4684869,7.544215,7.69351,-0.1689739674329757,0.020410437,48
nld,curriculum,12,245,0.64775723,0.6510971,-0.0855355113744735,0.32801372,23.088026,23.513027,-0.1786759495735168,0.018100029,48
zho,curriculum,0,279,0.76930803,0.7787354,-0.3059375584125519,0.00014509883,0.48237872,0.4687667,0.2032323181629181,4.9983017e-05,48
zho,curriculum,1,279,0.4214192,0.42247403,-0.0260432176291942,0.7480231,4.8363476,4.7585883,0.1051665991544723,0.06382051,48
zho,curriculum,2,279,0.3948907,0.39768556,-0.0756885036826133,0.36965564,6.8164124,6.738149,0.0919355228543281,0.13738148,48
zho,curriculum,3,279,0.41325876,0.4157438,-0.0687178000807762,0.41508296,7.762662,7.693978,0.0693830773234367,0.27277678,48
zho,curriculum,4,279,0.43691924,0.43900168,-0.0575206205248832,0.47489,8.614569,8.544383,0.0614744015038013,0.34237343,48
zho,curriculum,5,279,0.46050376,0.46442625,-0.1056649610400199,0.16230121,9.305277,9.243859,0.0477271750569343,0.47207007,48
zho,curriculum,6,279,0.4778881,0.47982308,-0.0495254136621952,0.50591487,9.764325,9.740933,0.0165955536067485,0.80928016,48
zho,curriculum,7,279,0.49620402,0.4999412,-0.0882034599781036,0.21906902,9.83613,9.783796,0.0377301760017871,0.56829625,48
zho,curriculum,8,279,0.5123427,0.5149637,-0.0581882670521736,0.4126741,9.832853,9.747107,0.0646922215819358,0.3143021,48
zho,curriculum,9,279,0.52593267,0.5270573,-0.0243985578417778,0.72852695,9.77111,9.65545,0.0907447263598442,0.1539263,48
zho,curriculum,10,279,0.5391615,0.539839,-0.0134981665760278,0.84767926,9.669761,9.540083,0.1039888858795166,0.10310267,48
zho,curriculum,11,279,0.56136215,0.5609461,0.0075329639948904,0.91375864,9.555265,9.411011,0.1137010678648948,0.07911249,48
zho,curriculum,12,279,0.6037486,0.6026522,0.0183076858520507,0.7998702,29.035372,28.811382,0.0608257055282592,0.3554688,48
eng,curriculum,0,578,0.857652,0.8633092,-0.1995027661323547,0.00011585688,0.34429044,0.34261537,0.0393817014992237,0.35863382,49
eng,curriculum,1,578,0.52076507,0.52808005,-0.1581739485263824,0.001642458,3.370427,3.3398082,0.052217423915863,0.20707047,49
eng,curriculum,2,578,0.48218006,0.48707342,-0.1432254910469055,0.005676264,5.164279,5.1614013,0.0047172452323138,0.9103237,49
eng,curriculum,3,578,0.5043443,0.50779516,-0.105833925306797,0.042073328,6.0216703,6.037912,-0.0232070703059434,0.58739847,49
eng,curriculum,4,578,0.5346027,0.5366171,-0.0694093257188797,0.1842997,6.83052,6.8687043,-0.0505386367440223,0.25954244,49
eng,curriculum,5,578,0.55801606,0.5595972,-0.0577112771570682,0.2679484,7.4388094,7.4813185,-0.05274223908782,0.24427968,49
eng,curriculum,6,578,0.56531924,0.5665757,-0.04492699354887,0.397931,7.9031353,7.946599,-0.0512033551931381,0.2682561,49
eng,curriculum,7,578,0.57019114,0.57135886,-0.0401440188288688,0.46436507,8.061441,8.121963,-0.0668243691325187,0.1591046,49
eng,curriculum,8,578,0.5744469,0.5761986,-0.0571212135255336,0.31198654,7.993903,8.027361,-0.0371563807129859,0.4258054,49
eng,curriculum,9,578,0.5831093,0.5857005,-0.077084980905056,0.18009098,7.8622465,7.873486,-0.0124499630182981,0.7870292,49
eng,curriculum,10,578,0.5936069,0.5980268,-0.1188168078660965,0.038712267,7.7765565,7.7698903,0.0072276513092219,0.87481517,49
eng,curriculum,11,578,0.61679137,0.6216391,-0.1163268312811851,0.041579083,7.6865935,7.6797028,0.0070917573757469,0.87683666,49
eng,curriculum,12,578,0.66005707,0.6655476,-0.1279213279485702,0.024804298,23.720814,23.66407,0.0208981167525053,0.6723948,49
nld,curriculum,0,245,0.8593291,0.85957307,-0.0091696362942457,0.9093912,0.34064603,0.34394634,-0.0785674452781677,0.20186748,49
nld,curriculum,1,245,0.5143239,0.5165614,-0.0558309741318225,0.45762402,3.377109,3.3960645,-0.0346181467175483,0.5877153,49
nld,curriculum,2,245,0.4685038,0.47292075,-0.1432329565286636,0.060765788,5.267066,5.2978334,-0.0545074790716171,0.40814316,49
nld,curriculum,3,245,0.48947996,0.494319,-0.1628999710083007,0.032699466,6.1160784,6.1631627,-0.0742173567414283,0.26347226,49
nld,curriculum,4,245,0.5218415,0.5270315,-0.193874791264534,0.019699667,6.9180613,6.987233,-0.0993630737066268,0.1547114,49
nld,curriculum,5,245,0.5510937,0.5553097,-0.1687559485435485,0.04196457,7.4839177,7.57244,-0.1201315969228744,0.08645599,49
nld,curriculum,6,245,0.55956185,0.56402886,-0.1782702803611755,0.03470452,7.9148407,8.009218,-0.1223718523979187,0.09023023,49
nld,curriculum,7,245,0.56275564,0.56776196,-0.190735712647438,0.021315493,8.086909,8.188475,-0.1242899745702743,0.09064886,49
nld,curriculum,8,245,0.5675295,0.5718694,-0.1513923108577728,0.067322046,7.979966,8.089455,-0.1364603340625763,0.063788615,49
nld,curriculum,9,245,0.5701999,0.57450527,-0.1368976682424545,0.104709074,7.8156805,7.9189267,-0.1290313005447387,0.0764215,49
nld,curriculum,10,245,0.5777709,0.5825889,-0.1381351351737976,0.097508095,7.6825905,7.77496,-0.1115026846528053,0.122230425,49
nld,curriculum,11,245,0.5950885,0.6022018,-0.186543807387352,0.028107006,7.5212564,7.6026487,-0.0930214524269104,0.1915074,49
nld,curriculum,12,245,0.6363722,0.6440392,-0.1857720762491226,0.02927893,23.502232,23.691706,-0.0775822699069976,0.30401936,49
zho,curriculum,0,279,0.77181375,0.77967143,-0.2408495843410492,0.0025593005,0.48032266,0.4683957,0.1726529449224472,0.0007739083,49
zho,curriculum,1,279,0.44305703,0.444622,-0.0387771837413311,0.6503978,4.689121,4.6062107,0.1159085035324096,0.04323098,49
zho,curriculum,2,279,0.44018424,0.44081417,-0.0171658489853143,0.84170663,6.429038,6.3599586,0.0838825851678848,0.17834674,49
zho,curriculum,3,279,0.45889834,0.45844495,0.0128352884203195,0.88162994,7.4050536,7.345814,0.0607752576470375,0.34614986,49
zho,curriculum,4,279,0.48528266,0.4843353,0.0283654276281595,0.73305106,8.279947,8.23834,0.0375146456062793,0.56999433,49
zho,curriculum,5,279,0.50323176,0.50231683,0.0266951359808444,0.74251324,8.9483,8.911558,0.0313515588641166,0.63262063,49
zho,curriculum,6,279,0.5091723,0.5090062,0.0046731843613088,0.9514662,9.477206,9.434862,0.0339585058391094,0.60497123,49
zho,curriculum,7,279,0.5103681,0.50961226,0.0201129782944917,0.7858116,9.779473,9.730529,0.0374990813434124,0.572374,49
zho,curriculum,8,279,0.5200026,0.51973754,0.0066635166294872,0.9273415,9.761046,9.670865,0.0714648514986038,0.26799756,49
zho,curriculum,9,279,0.52903324,0.531333,-0.0504908375442028,0.4860394,9.673738,9.531335,0.116570346057415,0.063602336,49
zho,curriculum,10,279,0.54273725,0.5436725,-0.0185641311109066,0.79221773,9.536838,9.380185,0.130261018872261,0.037861194,49
zho,curriculum,11,279,0.56110084,0.5596763,0.0256172697991132,0.7222224,9.425648,9.26818,0.1298943758010864,0.045730297,49
zho,curriculum,12,279,0.6005599,0.5992289,0.02211295068264,0.76018906,29.1255,28.899338,0.0634014457464218,0.34495908,49
