model,group,seed,layer,pair,retrieval_p1,retrieval_p1_nn,cos_gap,cka,centroid_dist,median_pct_rank,mean_pct_rank,mrr,retrieval_p5,median_rank
par-s44,switched,44,9,eng-nld,0.8781344032096289,0.7196589769307924,0.1984423398971557,0.717596173286438,0.5059059858322144,1.0,0.9991616415511596,0.9196018938315104,0.9714142427281846,1.0
par-s44,switched,44,9,eng-zho,0.2913741223671013,0.1354062186559679,0.0888779461383819,0.6270333528518677,0.7078708410263062,0.9969879518072288,0.9740627505004976,0.4074109307915816,0.5381143430290872,4.0
par-s44,switched,44,9,nld-zho,0.257271815446339,0.1208625877632898,0.0869219899177551,0.5954485535621643,0.7085455656051636,0.9949799196787148,0.969408224674022,0.3716203339500153,0.4944834503510532,6.0
par-s44,switched,44,10,eng-nld,0.8204613841524574,0.5832497492477432,0.2077502906322479,0.7088262438774109,0.6291823387145996,1.0,0.998691355190068,0.8830251622037749,0.9573721163490472,1.0
par-s44,switched,44,10,eng-zho,0.2186559679037111,0.084754262788365,0.0873661488294601,0.623300313949585,0.8753829002380371,0.9929718875502008,0.9573383806036584,0.3223581448592203,0.4302908726178535,8.0
par-s44,switched,44,10,nld-zho,0.18555667001003,0.0722166499498495,0.0831699669361114,0.5952088832855225,0.8714274764060974,0.9919678714859438,0.9555332664660648,0.2971423616033096,0.4107321965897693,9.0
par-s44,switched,44,11,eng-nld,0.7552657973921766,0.4934804413239719,0.1977035403251648,0.703378438949585,0.7061296701431274,1.0,0.9980322493585172,0.8397568862152239,0.9408224674022068,1.0
par-s44,switched,44,11,eng-zho,0.1539618856569709,0.0486459378134403,0.0773798301815986,0.6155424118041992,1.0413023233413696,0.9859437751004017,0.9366241294163616,0.2477834631927543,0.3360080240722166,15.0
par-s44,switched,44,11,nld-zho,0.1293881644934804,0.0421263791374122,0.074584275484085,0.5920947790145874,1.0490115880966189,0.9839357429718876,0.932086419902277,0.223121442616705,0.3119358074222668,17.0
par-s44,switched,44,12,eng-nld,0.6659979939819458,0.3851554663991975,0.1562882661819458,0.6902257800102234,0.714234471321106,1.0,0.996908395870342,0.7770397163451845,0.9127382146439318,1.0
par-s44,switched,44,12,eng-zho,0.0817452357071213,0.0336008024072216,0.0624467954039573,0.5911844968795776,1.153375506401062,0.963855421686747,0.892201201999573,0.1539244696309735,0.208124373119358,37.0
par-s44,switched,44,12,nld-zho,0.0682046138415245,0.0170511534603811,0.0595686398446559,0.5704613327980042,1.1643589735031128,0.9578313253012049,0.8822949773013821,0.1331958211138028,0.1880641925777331,43.0
par-s45,switched,45,0,eng-nld,0.3575727181544634,0.1910732196589769,0.0708372592926025,0.6252008080482483,0.5987695455551147,0.9949799196787148,0.9254460167651548,0.4247304212901596,0.4864593781344032,6.0
par-s45,switched,45,0,eng-zho,0.0376128385155466,0.0215646940822467,0.0333185791969299,0.4926357269287109,1.0108126401901243,0.820281124497992,0.748477359790214,0.0668539144778505,0.0797392176529588,180.0
par-s45,switched,45,0,nld-zho,0.0411233701103309,0.0200601805416248,0.0312735140323638,0.476862221956253,1.0203510522842407,0.8102409638554217,0.7341059322545951,0.0672054996943049,0.0767301905717151,190.0
par-s45,switched,45,1,eng-nld,0.753259779338014,0.5341023069207622,0.0959526300430297,0.620702862739563,0.3958760499954223,1.0,0.9948490048458628,0.8147828874106018,0.8851554663991976,1.0
par-s45,switched,45,1,eng-zho,0.1569709127382146,0.0872617853560682,0.0486073493957519,0.539884626865387,0.5141285061836243,0.9809236947791165,0.9249983887405188,0.2380889053522781,0.3064192577733199,20.0
par-s45,switched,45,1,nld-zho,0.125877632898696,0.0692076228686058,0.0469180941581726,0.5214614868164062,0.5196516513824463,0.9728915662650602,0.9141984185488192,0.2009388520280342,0.2622868605817452,28.0
par-s45,switched,45,2,eng-nld,0.7557673019057172,0.4979939819458375,0.0540454983711242,0.6943343281745911,0.300182044506073,1.0,0.995226643786782,0.8144378308184499,0.8861584754262788,1.0
par-s45,switched,45,2,eng-zho,0.1845536609829488,0.0947843530591775,0.0323513746261596,0.5960372090339661,0.3799221515655517,0.9879518072289156,0.9470358867767962,0.2772660341905881,0.3701103309929789,13.0
par-s45,switched,45,2,nld-zho,0.137913741223671,0.074222668004012,0.0301942229270935,0.5874829292297363,0.3812436163425445,0.9819277108433736,0.9345546680201248,0.2235982577152759,0.2933801404212638,19.0
par-s45,switched,45,3,eng-nld,0.7988966900702106,0.6098294884653962,0.0669463872909545,0.683772623538971,0.2995679378509521,1.0,0.996870128457662,0.8505894838216236,0.916248746238716,1.0
par-s45,switched,45,3,eng-zho,0.2206619859578736,0.1238716148445336,0.0399991869926452,0.5903721451759338,0.3886407315731048,0.9929718875502008,0.9588972741517724,0.326335175593975,0.4378134403209628,8.0
par-s45,switched,45,3,nld-zho,0.1695085255767301,0.0957873620862587,0.0376959443092346,0.5749546885490417,0.3903475105762481,0.9859437751004017,0.9467775817412076,0.2619005524486774,0.3435305917753259,15.0
par-s45,switched,45,4,eng-nld,0.8455366098294885,0.730692076228686,0.0857076048851013,0.6752824783325195,0.2894230782985687,1.0,0.9982120054943948,0.8893175477569651,0.9458375125376128,1.0
par-s45,switched,45,4,eng-zho,0.2713139418254764,0.1670010030090271,0.0507614612579345,0.5823090076446533,0.3882392644882202,0.9949799196787148,0.9651122040821258,0.3729188635896673,0.4874623871614844,6.0
par-s45,switched,45,4,nld-zho,0.18555667001003,0.1253761283851554,0.0469353795051574,0.5642430782318115,0.3885173499584198,0.9889558232931728,0.9547925906232756,0.2882199838661881,0.3806419257773319,12.0
par-s45,switched,45,5,eng-nld,0.8931795386158475,0.816950852557673,0.1088354587554931,0.6862409114837646,0.2898691892623901,1.0,0.9992286095233492,0.9261031531172672,0.969408224674022,1.0
par-s45,switched,45,5,eng-zho,0.3214643931795386,0.2136409227683049,0.0623744130134582,0.5981841683387756,0.39870485663414,0.9969879518072288,0.9749831824791644,0.4317840476773512,0.5566700100300903,4.0
par-s45,switched,45,5,nld-zho,0.2467402206619859,0.1644934804413239,0.0574772953987121,0.5797059535980225,0.3934133946895599,0.993975903614458,0.9673317140175548,0.3560039136520906,0.469408224674022,7.0
par-s45,switched,45,6,eng-nld,0.9027081243731194,0.8274824473420261,0.116138219833374,0.696752667427063,0.3090081512928009,1.0,0.9993111865717634,0.9333773444824626,0.970912738214644,1.0
par-s45,switched,45,6,eng-zho,0.3525576730190571,0.2166499498495486,0.0642299652099609,0.615689754486084,0.4352519512176513,0.997991967871486,0.978553632785908,0.464452606304863,0.5862587763289869,3.0
par-s45,switched,45,6,nld-zho,0.2587763289869609,0.1639919759277833,0.0582447052001953,0.588760495185852,0.4326203167438507,0.9949799196787148,0.970052728466524,0.3753342969544427,0.4984954864593781,6.0
par-s45,switched,45,7,eng-nld,0.899197592778335,0.8159478435305918,0.1346434354782104,0.7008431553840637,0.3700831532478332,1.0,0.999317228794818,0.9310978285461724,0.9724172517552658,1.0
par-s45,switched,45,7,eng-zho,0.3234704112337011,0.179037111334002,0.0694907903671264,0.6178555488586426,0.5112928748130798,0.9969879518072288,0.9785662207506052,0.4412434791709699,0.5687061183550652,4.0
par-s45,switched,45,7,nld-zho,0.2587763289869609,0.1534603811434303,0.0671615600585937,0.5893082022666931,0.5102841854095459,0.9949799196787148,0.9696670332281988,0.3671675107110445,0.4749247743229689,6.0
par-s45,switched,45,8,eng-nld,0.876629889669007,0.7342026078234705,0.1556266546249389,0.7096062302589417,0.4792479872703552,1.0,0.9990765469098056,0.9152620110476752,0.9653961885656972,1.0
par-s45,switched,45,8,eng-zho,0.2958876629889669,0.1374122367101304,0.0772216916084289,0.6266089081764221,0.6094351410865784,0.9959839357429718,0.9752993921523606,0.4074315954509636,0.5336008024072216,5.0
par-s45,switched,45,8,nld-zho,0.2372116349047141,0.1273821464393179,0.0718666315078735,0.5916615128517151,0.6040984392166138,0.993975903614458,0.9673669603187072,0.3457075423333081,0.4533600802407221,7.0
par-s45,switched,45,9,eng-nld,0.8861584754262788,0.742728184553661,0.1850205659866333,0.7142602205276489,0.5423077344894409,1.0,0.9990906454302668,0.922179922977283,0.9684052156469408,1.0
par-s45,switched,45,9,eng-zho,0.2803410230692076,0.141925777331996,0.0907655954360961,0.6365732550621033,0.710879921913147,0.9959839357429718,0.97605920170149,0.4016923825769754,0.5315947843530592,5.0
par-s45,switched,45,9,nld-zho,0.2537612838515546,0.1374122367101304,0.0871161520481109,0.6062847971916199,0.7055746912956238,0.9949799196787148,0.9707360031902936,0.3673601916774495,0.4899699097291876,6.0
par-s45,switched,45,10,eng-nld,0.8515546639919759,0.6509528585757272,0.1966690719127655,0.7095291614532471,0.6141194701194763,1.0,0.9987613442737852,0.9003503654289609,0.958876629889669,1.0
par-s45,switched,45,10,eng-zho,0.2357071213640922,0.1043129388164493,0.0877825319766998,0.6290679574012756,0.8431511521339417,0.9949799196787148,0.967651951839454,0.3494523544527582,0.4754262788365095,6.0
par-s45,switched,45,10,nld-zho,0.2131394182547643,0.09679037111334,0.0866326987743377,0.604167640209198,0.840035080909729,0.9929718875502008,0.9630638904665804,0.3212673674337359,0.4393179538615847,8.0
par-s45,switched,45,11,eng-nld,0.8014042126379137,0.5336008024072216,0.1870009303092956,0.6975595355033875,0.6982752680778503,1.0,0.9979874362041948,0.8653369348192858,0.9458375125376128,1.0
par-s45,switched,45,11,eng-zho,0.1644934804413239,0.0606820461384152,0.0787360817193985,0.6134541630744934,1.0279598236083984,0.9879518072289156,0.9442801295452624,0.2647219548905524,0.3640922768304915,13.0
par-s45,switched,45,11,nld-zho,0.1364092276830491,0.051654964894684,0.079075664281845,0.5869627594947815,1.029947280883789,0.9869477911646586,0.9466436457968282,0.2393851416872275,0.3380140421263791,14.0
par-s45,switched,45,12,eng-nld,0.7291875626880642,0.3996990972918756,0.1556088328361511,0.6872608661651611,0.7099605202674866,1.0,0.9968625756788436,0.8106302601701129,0.9117352056168504,1.0
